id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
444,1,951.7123801870845,0,0,733,11.048,3.003,0.544,0.15,0.551,0.281,0.168
444,2,966.4055711580895,0,0,726,11.064,2.981,0.552,0.134,0.555,0.275,0.169
444,3,1308.8190915119533,0,1,717,11.075,2.983,0.552,0.101,0.548,0.273,0.179
444,4,1463.0893302295765,0,1,733,11.345,2.974,0.546,0,0.551,0.27,0.179
445,1,626.3427789887668,1,0,186,12.202,3.253,0.5,-0.306,0.763,0.145,0.091
445,2,808.6364265591203,1,0,177,12.152,3.175,0.531,-0.32,0.751,0.169,0.079
445,3,1058.7082505776673,1,1,164,12.21,3.122,0.512,-0.329,0.726,0.183,0.091
445,4,1099.6417149850572,1,1,150,11.793,3.153,0.513,-0.354,0.76,0.167,0.073
446,1,759.6780816118163,0,0,207,11.225,3.048,0.498,0.062,0.792,0.164,0.043
446,2,933.133980736612,0,0,215,11.18,3.084,0.512,0.059,0.791,0.163,0.047
446,3,1539.6892725963353,0,1,208,10.969,3.038,0.534,0.046,0.803,0.154,0.043
446,4,1276.840120091093,0,1,227,10.823,3.141,0.573,0.014,0.815,0.137,0.048
447,1,785.8588809821786,0,0,504,11.778,3.006,0.464,-0.25,0.677,0.183,0.141
447,2,959.1522786827902,0,0,487,11.648,2.969,0.476,-0.208,0.68,0.187,0.133
447,3,1015.7037127621318,0,1,451,11.725,2.933,0.468,-0.236,0.676,0.186,0.137
447,4,1326.2379841670918,0,1,455,11.716,2.974,0.442,-0.334,0.69,0.167,0.143
448,1,863.5047236116286,0,0,230,11.213,3.374,0.604,0.168,0.517,0.404,0.078
448,2,1352.5526751876512,0,0,218,11.223,3.326,0.624,0.168,0.518,0.399,0.083
448,3,1589.3331124077831,0,1,213,11.254,3.333,0.606,0.131,0.507,0.408,0.085
448,4,1653.708924542475,0,1,200,11.18,3.26,0.575,0.114,0.51,0.395,0.095
449,1,782.0123324174567,1,0,334,11.201,3.09,0.584,0.364,0.557,0.231,0.213
449,2,1051.3743848316767,1,0,400,11.242,3.11,0.55,0.264,0.593,0.215,0.192
449,3,1377.2452224864194,1,1,388,11.153,3.142,0.536,0.245,0.575,0.227,0.198
449,4,1579.9787234861399,1,1,380,11.145,3.153,0.524,0.188,0.553,0.245,0.203
450,1,836.7592872743096,0,0,562,11.198,3.014,0.56,0.147,0.617,0.249,0.133
450,2,986.4101937896244,0,0,557,11.268,3.031,0.553,0.114,0.614,0.253,0.133
450,3,1148.3565120591113,0,1,562,11.329,3.009,0.543,0.061,0.623,0.246,0.132
450,4,1300.390411878606,0,1,544,11.376,3,0.539,0.04,0.618,0.244,0.138
451,1,987.9978017935974,0,0,2718,10.85,3.014,0.643,0.525,0.68,0.241,0.079
451,2,1271.5052443019497,0,0,2644,10.883,3.021,0.639,0.466,0.683,0.242,0.076
451,3,1477.2461751950807,0,1,2516,11.067,3.015,0.626,0.361,0.68,0.245,0.076
451,4,1443.4051670622098,0,1,2763,11.31,3.014,0.58,0.129,0.677,0.243,0.08
452,1,860.2729158566777,1,0,166,11.196,2.783,0.494,-0.058,0.922,0.066,0.012
452,2,1052.036412444273,1,0,253,11.079,2.806,0.514,-0.07,0.905,0.075,0.02
452,3,868.6132587310865,1,1,248,11.092,2.839,0.504,-0.117,0.899,0.081,0.02
452,4,1278.9678532938228,1,1,250,11.13,2.884,0.5,-0.173,0.896,0.084,0.02
453,1,928.2858832984803,0,0,340,11.915,2.897,0.491,-0.015,0.559,0.221,0.221
453,2,856.0512142079593,0,0,353,12.021,2.898,0.49,0.008,0.555,0.215,0.229
453,3,1127.4190305813854,0,1,353,11.769,2.926,0.476,0.041,0.567,0.207,0.227
453,4,1299.0512236764596,0,1,356,11.626,2.958,0.48,0.063,0.551,0.216,0.233
454,1,1015.6206000141086,0,0,475,10.609,2.939,0.638,0.489,0.804,0.088,0.107
454,2,1124.4679520116445,0,0,476,10.568,2.971,0.613,0.443,0.798,0.09,0.111
454,3,1184.717146326001,0,1,510,11.066,2.924,0.559,0.178,0.786,0.088,0.125
454,4,1366.8408026096308,0,1,501,11.266,2.932,0.551,0.134,0.788,0.094,0.118
455,1,556.9113407324367,0,0,273,12.641,3.132,0.359,-0.817,0.835,0.136,0.029
455,2,606.3473265427386,0,0,343,12.543,3.055,0.382,-0.716,0.831,0.125,0.044
455,3,675.6403071538703,0,1,330,12.399,3.039,0.385,-0.678,0.827,0.133,0.039
455,4,1021.1796085533762,0,1,386,12.208,3.145,0.409,-0.719,0.824,0.137,0.039
456,1,974.6572960697781,0,0,628,11.216,3.035,0.521,0.119,0.836,0.123,0.041
456,2,949.3155548719852,0,0,759,11.283,2.974,0.516,0.069,0.843,0.113,0.043
456,3,978.5109238669135,0,1,784,11.351,2.946,0.505,-0.003,0.846,0.115,0.04
456,4,1270.4182744660125,0,1,783,11.428,2.939,0.492,-0.03,0.847,0.112,0.041
457,1,678.4172415578716,0,0,527,12.828,2.913,0.429,-0.68,0.653,0.281,0.066
457,2,693.6922744103814,0,0,522,12.674,2.929,0.425,-0.59,0.638,0.293,0.069
457,3,679.7734667945986,0,1,522,12.597,2.95,0.433,-0.531,0.625,0.301,0.075
457,4,900.0716556870947,0,1,484,12.326,2.967,0.438,-0.513,0.62,0.308,0.072
458,1,877.5126869845677,0,0,139,11.54,3.094,0.597,0.167,0.353,0.46,0.187
458,2,998.2740973828247,0,0,149,11.46,2.993,0.604,0.146,0.362,0.456,0.181
458,3,1249.3228818683556,0,1,154,11.976,3.019,0.571,-0.004,0.318,0.487,0.195
458,4,1421.5230147090633,0,1,167,12.07,2.904,0.539,-0.255,0.347,0.455,0.198
459,1,730.9637236552735,1,0,64,12.367,2.859,0.594,0.141,0.797,0.125,0.078
459,2,1208.3161976858294,1,0,79,11.948,2.962,0.608,0.132,0.835,0.089,0.076
459,3,973.3013681939742,1,1,107,12.24,2.981,0.495,-0.16,0.813,0.093,0.093
459,4,1147.8721562790058,1,1,105,12.143,3.01,0.543,-0.14,0.81,0.086,0.105
460,1,904.1219598733044,0,0,1097,11.233,2.958,0.533,0.156,0.81,0.147,0.043
460,2,1012.179235104017,0,0,1143,11.299,2.982,0.53,0.11,0.813,0.146,0.041
460,3,1110.246838322342,0,1,1188,11.422,3.004,0.529,0.032,0.816,0.145,0.04
460,4,1238.2599030273827,0,1,1182,11.468,2.997,0.527,-0.025,0.808,0.15,0.042
461,1,841.8700826722272,0,0,1542,11.751,3.029,0.518,-0.052,0.741,0.196,0.063
461,2,964.9166072800625,0,0,1462,11.764,3.006,0.516,-0.053,0.743,0.194,0.064
461,3,1093.3334967173735,0,1,1425,11.801,3.002,0.526,-0.053,0.744,0.192,0.064
461,4,1121.4650015914776,0,1,1392,11.808,2.978,0.524,-0.084,0.739,0.194,0.067
462,1,907.0815406118534,0,0,1968,11.505,3.012,0.56,0.176,0.72,0.233,0.047
462,2,1083.3334161522278,0,0,1939,11.493,3.053,0.56,0.161,0.715,0.237,0.048
462,3,1185.8102909500185,0,1,1940,11.537,3.035,0.556,0.106,0.724,0.229,0.046
462,4,1295.023308763842,0,1,2117,11.64,3.043,0.553,0.026,0.729,0.225,0.046
463,1,1000.4418261856038,1,0,332,11.236,2.922,0.497,-0.061,0.633,0.283,0.084
463,2,1036.03290540447,1,0,333,11.27,2.937,0.508,-0.085,0.646,0.264,0.09
463,3,1194.3408252192828,1,1,318,11.392,2.912,0.491,-0.142,0.638,0.267,0.094
463,4,1183.2329525855491,1,1,314,11.251,2.892,0.506,-0.108,0.65,0.252,0.099
464,1,590.5553154381951,0,0,200,12.327,2.93,0.465,-0.42,0.57,0.35,0.08
464,2,740.7817000493176,0,0,209,12.124,2.947,0.464,-0.386,0.574,0.344,0.081
464,3,964.2214710000478,0,1,216,12.346,2.958,0.449,-0.436,0.606,0.329,0.065
464,4,1472.9509204700075,0,1,212,12.281,2.976,0.453,-0.4,0.59,0.325,0.085
465,1,779.0927992910921,0,0,327,12.093,2.985,0.443,-0.422,0.324,0.306,0.37
465,2,695.714963712166,0,0,334,11.957,2.925,0.446,-0.394,0.314,0.299,0.386
465,3,1131.9288322277241,0,1,323,11.98,2.913,0.446,-0.432,0.322,0.297,0.381
465,4,832.6257226204632,0,1,312,12.107,2.968,0.449,-0.499,0.321,0.311,0.369
466,1,803.420077471187,1,0,1200,11.835,2.945,0.464,-0.201,0.725,0.131,0.144
466,2,967.8196858160354,1,0,1263,11.661,2.94,0.496,-0.103,0.722,0.131,0.146
466,3,889.2328890813156,1,1,1233,11.743,2.933,0.491,-0.121,0.722,0.132,0.146
466,4,1046.4104343048289,1,1,1316,11.847,2.892,0.47,-0.24,0.728,0.126,0.146
467,1,965.4064792228598,0,0,513,11.567,3.156,0.542,-0.021,0.647,0.306,0.047
467,2,1093.4149781772305,0,0,507,11.639,3.116,0.535,0.013,0.659,0.3,0.041
467,3,1034.575411213668,0,1,497,11.614,3.121,0.535,-0.012,0.666,0.296,0.038
467,4,1270.1475210588537,0,1,527,11.613,3.108,0.535,-0.045,0.674,0.287,0.04
468,1,822.178882302233,0,0,213,11.742,2.948,0.474,-0.099,0.77,0.178,0.052
468,2,757.901503027435,0,0,216,11.626,2.903,0.491,-0.096,0.773,0.176,0.051
468,3,1063.2148763520988,0,1,219,11.862,2.927,0.502,-0.183,0.767,0.178,0.055
468,4,941.8734808558081,0,1,225,11.799,2.902,0.493,-0.223,0.76,0.187,0.053
469,1,753.5379548943952,0,0,700,11.531,2.954,0.5,-0.088,0.759,0.134,0.107
469,2,836.6758295850127,0,0,715,11.479,2.919,0.494,-0.082,0.762,0.13,0.108
469,3,934.7512540577416,0,1,730,11.581,2.929,0.488,-0.104,0.773,0.123,0.104
469,4,1109.2534399412705,0,1,683,11.561,2.925,0.483,-0.128,0.776,0.116,0.108
470,1,771.9392937436952,1,0,1371,11.473,2.977,0.533,0.023,0.547,0.35,0.103
470,2,1109.2302087864105,1,0,1301,11.47,2.984,0.536,0.026,0.55,0.347,0.103
470,3,1060.045445360715,1,1,1313,11.6,2.944,0.519,-0.064,0.551,0.347,0.101
470,4,1155.8508742855433,1,1,1349,11.578,2.927,0.518,-0.087,0.543,0.354,0.103
471,1,866.4162711752955,0,0,370,11.022,2.919,0.554,0.225,0.541,0.151,0.308
471,2,1005.7312133915422,0,0,369,11.131,2.965,0.528,0.17,0.528,0.149,0.322
471,3,1147.4935955531637,0,1,352,11.3,3.014,0.531,0.115,0.526,0.153,0.321
471,4,1095.5962964271735,0,1,412,11.546,3.017,0.522,-0.006,0.527,0.165,0.308
472,1,501.7746767085795,0,0,238,11.888,3.172,0.513,-0.199,0.655,0.197,0.147
472,2,757.6004877888962,0,0,232,11.877,3.177,0.509,-0.211,0.677,0.198,0.125
472,3,927.7314774402753,0,1,225,12.078,3.253,0.507,-0.228,0.667,0.204,0.129
472,4,949.1311261878984,0,1,230,12.212,3.187,0.522,-0.268,0.696,0.187,0.117
473,1,753.0852362428672,0,0,171,11.768,2.994,0.567,-0.055,0.585,0.281,0.135
473,2,1311.9925396455733,0,0,165,11.798,2.964,0.576,-0.062,0.6,0.267,0.133
473,3,1131.6755299006954,0,1,166,11.95,3.006,0.596,-0.126,0.608,0.265,0.127
473,4,1193.8065043757344,0,1,173,11.93,3.075,0.578,-0.181,0.584,0.289,0.127
474,1,718.0998629596222,0,0,894,11.618,3.067,0.549,0.082,0.568,0.289,0.143
474,2,923.3288944451067,0,0,869,11.583,3.082,0.55,0.093,0.57,0.287,0.144
474,3,1165.8831613445893,0,1,860,11.69,3.083,0.534,-0.014,0.567,0.291,0.142
474,4,1068.2017936791233,0,1,895,11.623,3.064,0.533,-0.062,0.574,0.284,0.142
475,1,857.5403606043045,1,0,171,10.973,2.959,0.614,0.424,0.772,0.175,0.053
475,2,1061.8661682035602,1,0,163,11.069,2.994,0.62,0.378,0.779,0.172,0.049
475,3,1608.5916588796467,1,1,147,11.33,2.993,0.626,0.344,0.796,0.15,0.054
475,4,1447.0048565501058,1,1,168,11.478,3.012,0.577,0.157,0.786,0.143,0.071
476,1,859.918657166695,0,0,188,11.861,2.904,0.479,-0.201,0.691,0.229,0.08
476,2,852.3176004854356,0,0,194,11.754,2.979,0.474,-0.244,0.691,0.247,0.062
476,3,825.7982854690159,0,1,206,11.697,2.917,0.476,-0.181,0.665,0.262,0.073
476,4,1250.3311648853344,0,1,226,11.485,2.925,0.487,-0.175,0.664,0.252,0.084
477,1,1026.797863040411,1,0,525,11.596,2.952,0.528,0.049,0.777,0.137,0.086
477,2,1169.7634064829826,1,0,503,11.611,2.962,0.519,0.03,0.771,0.135,0.093
477,3,1223.0591589300823,1,1,469,11.779,2.968,0.516,-0.014,0.759,0.145,0.096
477,4,1253.8470876574866,1,1,464,11.889,2.983,0.515,-0.061,0.756,0.147,0.097
478,1,772.570790529089,0,0,376,12.164,2.753,0.439,-0.432,0.508,0.303,0.189
478,2,949.5854209016036,0,0,354,12.132,2.788,0.446,-0.448,0.52,0.299,0.181
478,3,835.7271243889815,0,1,367,12.05,2.858,0.45,-0.427,0.518,0.297,0.185
478,4,1053.409756019775,0,1,365,12.102,2.896,0.438,-0.418,0.51,0.301,0.189
479,1,1321.034771297931,0,0,187,11.31,3.011,0.631,0.459,0.861,0.091,0.048
479,2,1314.80515241472,0,0,188,11.374,2.941,0.606,0.328,0.862,0.09,0.048
479,3,1400.8594049576418,0,1,191,11.488,3.005,0.597,0.26,0.88,0.073,0.047
479,4,1755.5744852785303,0,1,194,11.578,3.021,0.572,0.176,0.892,0.057,0.052
480,1,840.8688662062577,1,0,129,11.409,3.07,0.589,0.305,0.899,0.039,0.062
480,2,1165.8567407170285,1,0,125,11.166,2.936,0.592,0.322,0.904,0.032,0.064
480,3,1287.0333030245713,1,1,136,11.48,2.971,0.603,0.177,0.904,0.022,0.074
480,4,1288.3989110968516,1,1,134,11.214,3.015,0.575,0.093,0.903,0.022,0.075
481,1,940.4972242892628,0,0,602,11.702,3.003,0.502,-0.198,0.638,0.244,0.118
481,2,872.1214343857376,0,0,582,11.648,3.009,0.521,-0.172,0.634,0.242,0.124
481,3,903.0008773663425,0,1,560,11.686,3,0.518,-0.184,0.65,0.229,0.121
481,4,982.4547831514498,0,1,558,11.671,3.014,0.529,-0.183,0.651,0.224,0.125
482,1,754.4726205729805,1,0,245,10.87,2.935,0.592,0.25,0.714,0.184,0.102
482,2,1000.3547299449352,1,0,229,10.882,2.952,0.594,0.219,0.721,0.183,0.096
482,3,1072.9267036000551,1,1,227,10.817,2.934,0.586,0.184,0.722,0.172,0.106
482,4,1556.860711428207,1,1,228,10.661,2.956,0.583,0.164,0.724,0.162,0.114
483,1,811.6424282211927,1,0,186,10.732,2.86,0.634,0.433,0.844,0.108,0.048
483,2,914.9397116271665,1,0,183,10.997,2.721,0.634,0.42,0.825,0.104,0.071
483,3,1417.0026575934533,1,1,214,11.444,2.827,0.561,0.162,0.827,0.098,0.075
483,4,1387.5868885495518,1,1,201,11.548,2.821,0.562,0.093,0.841,0.09,0.07
484,1,1099.5627784062822,0,0,308,11.043,3.127,0.532,0.09,0.481,0.289,0.231
484,2,1002.6276024957782,0,0,288,11.012,3.142,0.528,0.092,0.469,0.285,0.247
484,3,1191.410173442855,0,1,302,11.175,3.142,0.503,0.009,0.467,0.301,0.232
484,4,1295.4554997789642,0,1,307,11.314,3.153,0.511,-0.023,0.463,0.303,0.235
485,1,847.4719338997968,0,0,1141,11.718,2.965,0.482,-0.215,0.65,0.24,0.11
485,2,992.1613837392744,0,0,1167,11.743,2.989,0.477,-0.244,0.655,0.237,0.108
485,3,1106.0378594916551,0,1,1202,11.838,2.991,0.482,-0.294,0.644,0.243,0.113
485,4,1232.418719804387,0,1,1237,11.884,3.025,0.48,-0.344,0.636,0.251,0.113
486,1,715.8389187833415,0,0,660,12.151,3.059,0.511,-0.255,0.702,0.177,0.121
486,2,832.7325880976067,0,0,662,12.084,3.077,0.508,-0.201,0.701,0.171,0.128
486,3,915.2637786530701,0,1,671,12.032,3.024,0.516,-0.166,0.705,0.171,0.124
486,4,1100.1188109018688,0,1,641,11.965,3.025,0.52,-0.179,0.697,0.175,0.128
487,1,880.189478660796,0,0,504,11.671,2.952,0.49,-0.089,0.621,0.236,0.143
487,2,926.3645634794174,0,0,584,11.532,2.962,0.498,-0.077,0.601,0.252,0.147
487,3,980.8746222716665,0,1,568,11.554,2.963,0.507,-0.121,0.609,0.252,0.139
487,4,1088.8204335543564,0,1,552,11.435,2.942,0.505,-0.142,0.614,0.259,0.127
488,1,634.2689203141886,0,0,250,12.557,2.956,0.5,-0.44,0.656,0.28,0.064
488,2,751.8495637205245,0,0,255,12.409,2.973,0.498,-0.393,0.659,0.275,0.067
488,3,1162.4876091392766,0,1,263,12.237,2.966,0.51,-0.378,0.658,0.285,0.057
488,4,998.1362817815874,0,1,284,11.855,2.982,0.525,-0.393,0.655,0.285,0.06
489,1,980.9834862042509,0,0,734,11.393,3.037,0.533,0.088,0.768,0.185,0.046
489,2,1098.046970655519,0,0,681,11.39,3.054,0.532,0.096,0.774,0.181,0.046
489,3,1254.2553619112166,0,1,691,11.447,3.019,0.53,0.021,0.766,0.182,0.052
489,4,1466.171498101293,0,1,664,11.608,3.056,0.523,-0.018,0.767,0.176,0.057
490,1,1163.7074392705651,1,0,1097,10.827,2.946,0.634,0.459,0.852,0.117,0.031
490,2,1368.4776230550747,1,0,1067,10.871,2.945,0.638,0.445,0.854,0.117,0.029
490,3,1608.0666637105994,1,1,1044,10.857,2.966,0.632,0.405,0.856,0.116,0.028
490,4,1853.8115833771722,1,1,1049,11.003,2.954,0.614,0.306,0.856,0.118,0.026
491,1,686.9202276179774,1,0,563,11.583,2.879,0.536,0.204,0.822,0.087,0.091
491,2,1198.6516767113676,1,0,561,11.49,2.947,0.54,0.204,0.825,0.087,0.087
491,3,1175.2442970759198,1,1,548,11.555,2.974,0.533,0.172,0.838,0.084,0.078
491,4,1320.6736616058163,1,1,510,11.472,2.937,0.535,0.125,0.855,0.076,0.069
492,1,913.4337257226994,0,0,601,11.892,3.04,0.484,-0.188,0.707,0.241,0.052
492,2,965.0327472565767,0,0,656,11.669,2.997,0.494,-0.145,0.716,0.236,0.047
492,3,1105.8703253236422,0,1,639,11.536,2.994,0.49,-0.128,0.707,0.247,0.045
492,4,1181.9800520547403,0,1,657,11.402,3.046,0.495,-0.12,0.715,0.244,0.041
493,1,798.2664896198571,1,0,1309,11.759,3.096,0.501,-0.207,0.594,0.213,0.193
493,2,921.2770141418792,1,0,1289,11.737,3.089,0.505,-0.175,0.602,0.208,0.19
493,3,1043.6837328539689,1,1,1274,11.66,3.057,0.517,-0.151,0.594,0.211,0.195
493,4,1126.7811466892915,1,1,1337,11.675,3.029,0.521,-0.168,0.603,0.204,0.193
494,1,1124.0405566924073,0,0,62,10.207,2.887,0.758,0.732,0.516,0.323,0.161
494,2,1572.8534846348384,0,0,70,10.309,2.886,0.7,0.624,0.5,0.343,0.157
494,3,1488.3865560603158,0,1,84,10.881,3.155,0.571,0.34,0.5,0.333,0.167
494,4,1342.2457036845356,0,1,88,11.302,3.193,0.511,0.141,0.511,0.307,0.182
495,1,1016.8319963378708,0,0,241,11.714,3.129,0.618,0.199,0.784,0.129,0.087
495,2,1056.2323001940595,0,0,267,11.818,3.165,0.622,0.111,0.783,0.139,0.079
495,3,1098.762685426681,0,1,276,11.893,3.08,0.609,0.044,0.786,0.138,0.076
495,4,1219.0909739093984,0,1,284,11.76,3.014,0.63,0.045,0.799,0.134,0.067
496,1,678.1749411387156,1,0,498,12.575,3.08,0.402,-0.49,0.737,0.159,0.104
496,2,817.7368294250671,1,0,497,12.524,3.058,0.394,-0.481,0.742,0.153,0.105
496,3,831.787047164063,1,1,480,12.474,3.075,0.408,-0.473,0.754,0.146,0.1
496,4,941.7218677916896,1,1,503,12.426,3.058,0.404,-0.54,0.755,0.149,0.095
497,1,726.9433462548708,0,0,822,12.114,2.965,0.465,-0.272,0.613,0.179,0.208
497,2,784.2084757641414,0,0,822,12.134,2.921,0.476,-0.248,0.618,0.174,0.208
497,3,980.2700690106931,0,1,858,12.198,2.941,0.48,-0.262,0.626,0.167,0.207
497,4,953.4700810074231,0,1,860,12.201,2.95,0.481,-0.282,0.634,0.169,0.198
498,1,732.5466820985572,0,0,328,10.968,2.97,0.552,0.308,0.427,0.351,0.223
498,2,1196.1796611690872,0,0,314,11.045,2.93,0.548,0.307,0.439,0.328,0.232
498,3,1220.2229587734525,0,1,328,11.296,2.933,0.54,0.218,0.433,0.338,0.229
498,4,1113.9104542187008,0,1,323,11.436,2.923,0.52,0.146,0.452,0.325,0.223
499,1,808.8152406243637,1,0,601,11.793,2.93,0.534,0.008,0.696,0.241,0.063
499,2,975.05410035554,1,0,567,11.756,2.914,0.541,0.024,0.693,0.24,0.067
499,3,1228.8051330738008,1,1,629,11.666,2.903,0.544,0.015,0.701,0.232,0.067
499,4,1328.601910540454,1,1,615,11.659,2.912,0.533,-0.004,0.689,0.241,0.07
500,1,716.5540764562805,0,0,820,11.837,2.926,0.48,-0.28,0.777,0.155,0.068
500,2,824.5304471253826,0,0,790,11.885,2.918,0.465,-0.333,0.787,0.151,0.062
500,3,1186.163636925562,0,1,779,11.821,2.866,0.47,-0.311,0.791,0.153,0.056
500,4,1193.3292414224393,0,1,837,11.737,2.892,0.481,-0.273,0.784,0.159,0.057
